id,x,y
433,22.9616,4.27379
435,23.6254,2.76906
437,28.868,5.1735
439,29.6602,2.81211
441,34.9152,4.98871
443,35.7517,2.90279
445,40.9537,4.93112
447,41.5551,2.34782
449,45.7363,5.4404
450,47.065,3.86136
451,48.6015,3.26627
453,49.9372,5.22724
455,50.8832,2.99678
457,58.988,4.9494
459,59.8948,3.68613
461,64.737,5.86285
463,65.5453,3.50201
465,70.8714,5.18995
467,71.7673,3.55558
469,76.7872,4.88006
471,77.449,3.67242
473,82.4045,5.4652
477,88.2961,5.58858
478,89.1354,5.23056
479,89.8932,3.66503
481,94.2588,6.08318
483,95.2182,3.57016
485,99.0205,6.58768
487,100.852,3.94681
489,103.784,6.01942
491,104.722,3.98692
493,112.415,5.47555
495,113.148,4.15631
497,118.436,6.17885
499,118.95,4.26859
501,123.892,6.8651
503,124.675,5.37605
523,0.738498,2.92614
525,1.64199,3.165
527,2.71589,3.15238
529,8.33699,4.30307
531,10.5757,3.26067
533,13.8842,5.30051
535,16.6597,3.47296
537,20.0929,4.95596
539,22.5752,3.33024
541,25.971,5.41995
543,26.7039,3.63706
545,32.1133,5.06193
547,34.4484,3.65726
549,38.0056,5.40179
551,37.8972,4.16104
553,46.4267,4.91085
555,49.477,4.29314
557,50.4766,4.81755
559,53,3.92234
561,55.4938,5.5814
563,58.4984,4.30579
565,61.2686,6.41336
567,61.5091,4.85668
569,68.0078,5.86557
571,67.9127,4.45465
573,74.0481,5.88449
575,76.6355,4.6006
577,79.5178,5.94349
579,79.9993,4.73134
581,85.5116,5.95332
583,86.7849,4.53134
585,91.2935,6.35759
587,91.7053,5.14027
589,99.9236,5.8865
591,103.621,5.02657
593,104.556,5.77463
595,107.548,4.53535
597,109.642,6.05547
599,109.752,4.91139
601,115.085,6.6647
603,115.821,5.22438
605,120.847,7.06571
607,121.617,5.78422
609,126.427,8.61002
