time,x,y,theta
1753880042.755274,104.047639,0.002442,3.015169
1753880042.922514,103.912634,-0.013514,2.983806
1753880042.994922,103.794129,-0.019418,2.969597
1753880043.045711,103.661265,-0.013415,2.973393
1753880043.147473,103.547910,-0.001894,2.975430
1753880043.257280,103.414512,-0.004680,2.980238
1753880043.354810,103.290122,0.005227,2.974378
1753880043.444113,103.179028,0.012273,2.973798
1753880043.544227,103.032030,0.014128,2.963920
1753880043.644677,102.894993,0.033065,3.001759
1753880043.767526,102.754851,0.053529,3.027384
1753880043.847269,102.624201,0.051235,3.063355
1753880043.949352,102.480834,0.064257,3.096205
1753880044.051131,102.353839,0.077611,3.130729
1753880044.150023,102.220455,0.053268,3.101766
1753880044.254790,102.092922,0.044403,3.102753
1753880044.373870,101.966451,-0.014366,3.096282
1753880044.457379,101.849677,0.055634,-3.005454
1753880044.566296,101.738823,0.067404,-2.958843
1753880044.652707,101.659991,0.074282,-2.934685
1753880045.347167,101.546024,0.075348,-2.936548
1753880045.440925,101.454870,0.092188,-2.938465
1753880045.557612,101.353430,0.092468,-2.942120
1753880045.640328,101.262598,0.092197,-2.942883
1753880045.740390,101.170591,0.093337,-2.943075
1753880045.841124,101.063627,0.071380,-2.989752
1753880045.947941,100.957230,0.081040,-2.962808
1753880046.040999,100.841136,0.071576,-2.969678
1753880046.196331,100.740190,0.075655,-2.956456
1753880046.256883,100.639878,0.073202,-2.955008
1753880046.369319,100.524497,0.064088,-2.980206
1753880046.458383,100.422705,0.054641,-2.987728
1753880046.543944,100.325968,0.053829,-2.981183
1753880046.651381,100.223496,0.051770,-2.986090
1753880046.744922,100.105483,0.034493,-3.017102
1753880046.847465,100.005964,0.027211,-3.014323
1753880046.959086,99.904438,0.024598,-3.011285
1753880047.055089,99.787447,0.009442,-3.026002
1753880047.164230,99.690749,-0.000499,-3.029210
1753880047.280466,99.592534,-0.002393,-3.031047
1753880047.366894,99.477621,-0.016367,-3.079502
1753880047.574043,99.339954,-0.045284,3.130086
1753880047.638705,99.223887,-0.053044,3.114329
1753880047.758488,99.112519,-0.067469,3.079888
1753880048.005790,99.006630,-0.059951,3.059430
1753880048.077330,98.910401,-0.069959,3.054257
1753880048.592477,98.816415,-0.074398,3.057935
1753880048.688253,98.726475,-0.072149,3.056767
1753880048.785435,98.628191,-0.074975,3.056298
1753880048.927753,98.533405,-0.079269,3.054989
1753880048.950918,98.431729,-0.074362,3.055104
1753880049.068556,98.345120,-0.068743,3.060956
1753880049.210534,98.218276,-0.074801,3.052620
1753880049.275058,98.133569,-0.068067,3.058595
1753880049.364683,98.009292,-0.069486,3.062606
1753880049.448144,97.910357,-0.073569,3.065738
1753880049.553765,97.789892,-0.064073,3.078150
1753880049.653483,97.679558,-0.059137,3.077642
1753880049.753147,97.553573,-0.059135,3.073393
1753880049.852637,97.440251,-0.053457,3.076028
1753880049.962475,97.301646,-0.044692,3.075169
1753880050.063329,97.164520,-0.045140,3.083561
1753880050.174089,97.032681,-0.043298,3.082860
1753880050.268406,96.925903,-0.037357,3.088204
1753880050.375160,96.784399,-0.034598,3.093184
1753880050.470197,96.646933,-0.030823,3.101403
1753880050.562739,96.520402,-0.017815,3.105018
1753880050.664294,96.388185,-0.017991,3.109576
1753880050.754855,96.255536,-0.013757,3.111262
1753880050.870986,96.116695,-0.000145,3.127321
1753880051.030216,95.965992,0.000954,3.118307
1753880051.057094,95.846443,0.002841,3.114313
1753880051.158289,95.711863,0.007608,3.114782
1753880051.262916,95.577724,0.007162,3.110184
1753880051.375091,95.442340,0.018031,3.122716
1753880051.464589,95.301466,0.019103,-3.135938
1753880051.569280,95.161823,0.021230,-3.110950
1753880051.664547,95.021575,0.017965,-3.120317
1753880051.772084,94.874839,0.017162,-3.118211
1753880051.863996,94.736471,0.020632,-3.117719
1753880051.974525,94.599454,0.020590,-3.120484
1753880052.058745,94.468820,0.022754,-3.110561
1753880052.167249,94.325688,0.021742,-3.108748
1753880052.280315,94.179085,0.020122,-3.116529
1753880052.368067,94.038215,0.023809,-3.118202
1753880052.448172,93.897708,0.018276,-3.124343
1753880052.578958,93.752089,0.013568,-3.129228
1753880052.715324,93.602298,0.007872,-3.127339
1753880052.750215,93.463222,0.005744,-3.122082
1753880052.848935,93.322652,0.002248,-3.106981
1753880053.013594,93.175881,-0.009105,-3.097682
1753880053.098628,93.047896,-0.004020,-3.075617
1753880053.199431,92.902881,-0.018003,-3.091886
1753880053.279293,92.757770,-0.017913,-3.092221
1753880053.387769,92.624698,-0.013439,-3.073386
1753880053.479184,92.482079,-0.020514,-3.085200
1753880053.556037,92.340165,-0.020984,-3.082000
1753880053.657129,92.195820,-0.027950,-3.089429
1753880053.768971,92.051667,-0.026421,-3.089741
1753880053.868947,91.921046,-0.025223,-3.083564
1753880053.957197,91.772559,-0.032700,-3.095028
1753880054.068280,91.639557,-0.033911,-3.088156
1753880054.183706,91.479623,-0.037337,-3.097050
1753880054.278042,91.351220,-0.036982,-3.093772
1753880054.369861,91.192157,-0.053878,-3.109882
1753880054.470122,91.050823,-0.059121,-3.116102
1753880054.564381,90.897499,-0.073672,-3.116182
1753880054.679502,90.771230,-0.074570,-3.109478
1753880054.766949,90.625900,-0.079334,-3.104606
1753880054.870708,90.486963,-0.083596,-3.105483
1753880054.961053,90.345175,-0.089586,-3.107787
1753880055.082168,90.205062,-0.105650,-3.118865
1753880055.291627,90.045849,-0.092873,-3.118932
1753880055.314605,89.913813,-0.105581,-3.124621
1753880055.366350,89.784279,-0.106741,-3.130665
1753880055.471996,89.642350,-0.112700,-3.138125
1753880055.573491,89.502466,-0.115799,-3.139541
1753880055.671067,89.366911,-0.118378,3.140066
1753880055.769534,89.219885,-0.121149,3.134191
1753880055.872080,89.076836,-0.130867,3.122227
1753880055.983585,88.930555,-0.137010,3.116042
1753880056.159148,88.790376,-0.131063,3.136164
1753880056.213464,88.630568,-0.141754,3.115081
1753880056.345346,88.484417,-0.146309,3.111910
1753880056.370782,88.349233,-0.154549,3.105673
1753880056.473462,88.217982,-0.154455,3.116960
1753880056.575799,88.072639,-0.173300,3.097657
1753880056.684843,87.939852,-0.145093,3.136614
1753880056.774874,87.793808,-0.171451,3.098531
1753880056.877039,87.643563,-0.181471,3.091730
1753880056.964854,87.493421,-0.223701,3.051946
1753880057.083347,87.353127,-0.195042,3.086420
1753880057.190039,87.217420,-0.206182,3.086723
1753880057.291467,87.081546,-0.214546,3.069777
1753880057.395425,86.940479,-0.199828,3.085683
1753880057.481817,86.785709,-0.199184,3.103459
1753880057.570932,86.655728,-0.193316,3.120636
1753880057.673241,86.509449,-0.195357,3.133718
1753880057.770673,86.376646,-0.185393,-3.139869
1753880057.872620,86.242318,-0.175411,-3.133659
1753880057.979960,86.098917,-0.176815,3.138944
1753880058.069571,85.958484,-0.173140,3.136184
1753880058.166404,85.816574,-0.170585,3.132994
1753880058.265563,85.684180,-0.164335,3.134395
1753880058.364683,85.529456,-0.166094,3.123905
1753880058.477089,85.399557,-0.163432,3.127484
1753880058.602145,85.252537,-0.164014,3.116956
1753880058.698161,85.107608,-0.163032,3.116253
1753880058.810214,84.959535,-0.165099,3.117097
1753880058.871672,84.822633,-0.157168,3.136535
1753880059.009024,84.675168,-0.161604,-3.126330
1753880059.071153,84.531942,-0.154061,-3.108476
1753880059.178654,84.381298,-0.165788,-3.117053
1753880059.279158,84.239585,-0.157665,-3.107528
1753880059.383999,84.097430,-0.157104,-3.102401
1753880059.479017,83.956090,-0.161340,-3.108326
1753880059.599843,83.814407,-0.167972,-3.111885
1753880059.684540,83.670207,-0.163029,-3.103809
1753880059.819205,83.509728,-0.168956,-3.115568
1753880059.876129,83.380601,-0.169296,-3.108817
1753880059.983245,83.229753,-0.174553,-3.116102
1753880060.084414,83.095532,-0.170386,-3.106264
1753880060.190065,82.948732,-0.174115,-3.118154
1753880060.309024,82.789633,-0.186187,-3.133049
1753880060.446816,82.662808,-0.178397,-3.111623
1753880060.495051,82.496077,-0.188785,-3.107669
1753880060.588724,82.366200,-0.189142,-3.092349
1753880060.687860,82.205746,-0.199276,-3.102512
1753880060.786940,82.072875,-0.197379,-3.090593
1753880060.903657,81.938533,-0.201617,-3.086860
1753880060.994915,81.788862,-0.201184,-3.090343
1753880061.071252,81.659670,-0.202975,-3.084378
1753880061.182762,81.511540,-0.215000,-3.106874
1753880061.266309,81.377154,-0.208836,-3.093275
1753880061.376541,81.241067,-0.212671,-3.095103
1753880061.530957,81.100184,-0.217080,-3.097461
1753880061.626307,80.944748,-0.217694,-3.093635
1753880061.668335,80.824913,-0.215091,-3.089472
1753880061.779245,80.675966,-0.233017,-3.116611
1753880061.868403,80.546562,-0.223642,-3.096132
1753880061.977669,80.400054,-0.241219,-3.128106
1753880062.075304,80.259222,-0.242444,-3.114925
1753880062.187217,80.136282,-0.247442,-3.114476
1753880062.277002,79.987410,-0.249218,-3.118390
1753880062.414935,79.846552,-0.258042,-3.113930
1753880062.488952,79.695977,-0.265950,-3.120667
1753880062.585565,79.568712,-0.264369,-3.109277
1753880062.682348,79.427981,-0.273653,-3.117120
1753880062.777677,79.288423,-0.284904,-3.125661
1753880062.895482,79.150527,-0.293790,-3.124322
1753880062.997368,79.012976,-0.289346,-3.120870
1753880063.076921,78.868580,-0.291745,-3.115917
1753880063.212368,78.716137,-0.298818,-3.120260
1753880063.306362,78.586881,-0.297364,-3.112328
1753880063.397092,78.448204,-0.300454,-3.112843
1753880063.519793,78.287885,-0.307461,-3.119421
1753880063.583957,78.158987,-0.305591,-3.113143
1753880063.687810,78.009717,-0.314919,-3.129902
1753880063.792420,77.873614,-0.314492,-3.121948
1753880063.888829,77.727298,-0.317073,-3.117326
1753880063.991165,77.575227,-0.322678,-3.118909
1753880064.113688,77.423760,-0.328540,-3.126210
1753880064.192214,77.290423,-0.327041,-3.115928
1753880064.302612,77.119142,-0.354826,3.129083
1753880064.404085,76.999324,-0.342035,-3.133182
1753880064.490882,76.867016,-0.346881,-3.131460
1753880064.594313,76.737111,-0.349937,-3.130452
1753880064.691758,76.584014,-0.354419,-3.129181
1753880064.768967,76.453578,-0.356257,-3.132199
1753880064.891457,76.298099,-0.361639,-3.137473
1753880064.988655,76.163765,-0.377245,3.124516
1753880065.105076,76.013426,-0.371624,-3.139491
1753880065.233548,75.880789,-0.365160,-3.137479
1753880065.355485,75.726351,-0.375624,3.106854
1753880065.390649,75.580119,-0.381210,3.082210
1753880065.524090,75.436674,-0.384265,3.085917
1753880065.571052,75.297768,-0.385411,3.080108
1753880065.672318,75.154092,-0.383221,3.079172
1753880065.778152,75.016227,-0.373496,3.089638
1753880065.895652,74.863029,-0.380256,3.078566
1753880065.986882,74.720313,-0.384390,3.066196
1753880066.094111,74.566155,-0.378768,3.070114
1753880066.200981,74.423855,-0.370397,3.079075
1753880066.281233,74.287308,-0.363707,3.091405
1753880066.390083,74.131195,-0.357086,3.096005
1753880066.503968,74.001828,-0.350108,3.097120
1753880066.588816,73.859420,-0.343750,3.096096
1753880066.704428,73.700153,-0.345783,3.095547
1753880066.802008,73.567936,-0.332360,3.113567
1753880066.946080,73.407630,-0.328616,-3.134970
1753880067.034461,73.258084,-0.326653,-3.114479
1753880067.090096,73.119907,-0.324346,-3.104833
1753880067.185137,72.973524,-0.324841,-3.102628
1753880067.290253,72.828399,-0.322445,-3.101685
1753880067.396453,72.683197,-0.323266,-3.105476
1753880067.509654,72.542302,-0.327355,-3.112464
1753880067.590349,72.400701,-0.329591,-3.113326
1753880067.692132,72.257118,-0.329075,-3.118536
1753880067.787046,72.113862,-0.328402,-3.116414
1753880067.895269,71.976684,-0.330236,-3.118118
1753880068.005335,71.824257,-0.339815,-3.129091
1753880068.104176,71.677738,-0.342163,-3.132450
1753880068.198474,71.538174,-0.332547,-3.115018
1753880068.293405,71.397760,-0.341656,-3.128047
1753880068.401446,71.249671,-0.350347,-3.138834
1753880068.494172,71.107087,-0.341281,-3.115373
1753880068.598893,70.979495,-0.341142,-3.124718
1753880068.700444,70.824088,-0.353494,-3.138583
1753880068.793863,70.681624,-0.356059,-3.139036
1753880068.896166,70.554149,-0.348218,-3.128997
1753880069.008832,70.397390,-0.384210,3.104017
1753880069.098722,70.241346,-0.354826,-3.128071
1753880069.200204,70.121118,-0.366156,3.134019
1753880069.310834,69.974054,-0.365414,3.132028
1753880069.423195,69.823914,-0.376702,3.121787
1753880069.551933,69.686795,-0.372337,3.127757
1753880069.638005,69.545428,-0.381443,-3.125676
1753880069.725039,69.408142,-0.375159,-3.089447
1753880069.807888,69.253655,-0.384861,-3.083616
1753880069.889730,69.121722,-0.380382,-3.064832
1753880070.007633,68.982971,-0.384078,-3.066438
1753880070.104861,68.839997,-0.390324,-3.071155
1753880070.228566,68.712468,-0.382140,-3.040983
1753880070.305271,68.558440,-0.399541,-3.071884
1753880070.425833,68.388603,-0.407973,-3.074750
1753880070.566032,68.256162,-0.408241,-3.066066
1753880070.590069,68.131906,-0.416395,-3.074820
1753880070.731537,67.967221,-0.423101,-3.097161
1753880070.786715,67.848855,-0.437035,-3.114449
1753880070.906976,67.684483,-0.432779,-3.122831
1753880071.015847,67.558754,-0.432143,-3.110355
1753880071.096425,67.411005,-0.442293,-3.117028
1753880071.213433,67.266541,-0.454272,-3.118593
1753880071.302284,67.128230,-0.450984,-3.119575
1753880071.394560,66.991622,-0.455214,-3.125830
1753880071.501994,66.850266,-0.462462,-3.127951
1753880071.591445,66.713094,-0.469715,-3.125729
1753880071.700762,66.590287,-0.477421,-3.134797
1753880071.846659,66.435454,-0.468172,-3.115596
1753880071.894472,66.302815,-0.481459,-3.125793
1753880071.993883,66.162684,-0.492620,-3.137209
1753880072.094323,66.024028,-0.487600,-3.124019
1753880072.213203,65.888364,-0.490793,-3.132356
1753880072.296002,65.737764,-0.503119,-3.140959
1753880072.399227,65.608545,-0.533331,3.079137
1753880072.496768,65.462415,-0.506573,-3.133218
1753880072.608084,65.317206,-0.518492,-3.140083
1753880072.721756,65.174839,-0.525863,3.141070
1753880072.801228,65.041773,-0.524447,-3.139235
1753880072.911801,64.894765,-0.529671,3.134334
1753880073.002692,64.754640,-0.530518,3.137157
1753880073.102089,64.616749,-0.534122,3.137394
1753880073.217170,64.468370,-0.550681,3.117221
1753880073.331552,64.326570,-0.559461,3.105824
1753880073.403854,64.195530,-0.561789,3.120906
1753880073.506202,64.050940,-0.568657,3.118839
1753880073.608511,63.905177,-0.583040,3.109267
1753880073.705676,63.765628,-0.594283,3.098505
1753880073.811570,63.617956,-0.586975,3.123601
1753880073.914765,63.491022,-0.583037,3.138229
1753880074.007818,63.347611,-0.590662,3.132950
1753880074.088065,63.208394,-0.589908,3.136606
1753880074.292708,63.033780,-0.606976,3.102436
1753880074.316899,62.924902,-0.584145,-3.134009
1753880074.408963,62.773150,-0.592817,3.132404
1753880074.642889,62.620079,-0.581764,-3.126999
1753880074.666655,62.499705,-0.575375,-3.118278
1753880074.750775,62.345371,-0.582325,3.130893
1753880074.857815,62.211898,-0.564277,-3.111955
1753880074.959308,62.056498,-0.568497,-3.138454
1753880075.074929,61.905238,-0.570513,3.135274
1753880075.182910,61.781329,-0.559702,-3.117945
1753880075.293139,61.614365,-0.562532,3.136270
1753880075.380154,61.467928,-0.570421,3.124585
1753880075.458394,61.322615,-0.562893,3.130790
1753880075.499598,61.188959,-0.579508,3.124639
1753880075.693027,61.028606,-0.574593,3.124943
1753880075.740240,60.888029,-0.566931,3.137031
1753880075.926781,60.732365,-0.569812,-3.140474
1753880075.992987,60.582271,-0.558757,-3.133322
1753880076.093362,60.448628,-0.566847,-3.131870
1753880076.115726,60.315581,-0.559303,-3.130563
1753880076.209016,60.174985,-0.566736,3.140012
1753880076.308978,60.024803,-0.570652,3.134608
1753880076.409990,59.891712,-0.582258,3.133778
1753880076.526476,59.732754,-0.593652,3.131041
1753880076.616946,59.607907,-0.584661,-3.136583
1753880076.715422,59.448416,-0.581316,-3.137356
1753880076.824636,59.293750,-0.607642,3.118711
1753880076.909216,59.149584,-0.612179,3.123749
1753880077.021988,59.020726,-0.606455,3.128703
1753880077.146344,58.892648,-0.612652,3.128919
1753880077.214153,58.731818,-0.619773,-3.132271
1753880077.324548,58.602795,-0.581090,-3.066996
1753880077.420693,58.471644,-0.596227,-3.086137
1753880077.514682,58.323824,-0.606203,-3.089116
1753880077.614447,58.151305,-0.604678,-3.087298
1753880077.755814,58.036796,-0.596997,-3.088320
1753880077.858377,57.869535,-0.612353,-3.104687
1753880077.918331,57.748361,-0.614365,-3.102738
1753880078.028839,57.613035,-0.622761,-3.105903
1753880078.226084,57.455732,-0.626408,-3.112963
1753880078.260915,57.312440,-0.634706,-3.116050
1753880078.340399,57.174384,-0.639629,-3.115754
1753880078.451244,57.044848,-0.645656,-3.119123
1753880078.502245,56.896552,-0.645176,-3.113281
1753880078.615093,56.748094,-0.652994,-3.118412
1753880078.713238,56.604189,-0.656774,-3.118015
1753880078.808956,56.480247,-0.659527,-3.117108
1753880078.913960,56.327681,-0.666542,-3.130785
1753880079.041309,56.202658,-0.667327,-3.120165
1753880079.105045,56.050773,-0.681001,3.141354
1753880079.230803,55.903285,-0.680276,-3.129987
1753880079.331928,55.769194,-0.682582,-3.130075
1753880079.427716,55.638160,-0.678719,-3.131375
1753880079.519233,55.489483,-0.683691,-3.121255
1753880079.662009,55.347156,-0.688813,-3.119787
1753880079.750492,55.217350,-0.686740,-3.126060
1753880079.904971,55.060314,-0.695539,-3.135669
1753880079.967005,54.913129,-0.707553,3.131187
1753880080.012507,54.784855,-0.696781,-3.137724
1753880080.111628,54.644127,-0.702995,3.131789
1753880080.249237,54.493836,-0.708315,3.122341
1753880080.323096,54.352712,-0.709285,3.122777
1753880080.430139,54.228133,-0.712924,3.117723
1753880080.518220,54.084507,-0.710126,3.127443
1753880080.631135,53.930052,-0.713248,3.119837
1753880080.718317,53.797651,-0.717776,3.110646
1753880080.844048,53.654030,-0.721165,3.112049
1753880080.987860,53.506144,-0.705423,3.134795
1753880081.085554,53.352658,-0.706987,3.134011
1753880081.188765,53.185415,-0.719362,3.115804
1753880081.306123,53.038815,-0.697481,-3.131951
1753880081.503130,52.873352,-0.741531,3.030733
1753880081.532654,52.732724,-0.731328,3.064801
1753880081.624047,52.582015,-0.716145,3.119005
1753880081.732388,52.442225,-0.707562,3.136670
1753880081.840278,52.274109,-0.718908,3.102769
1753880081.930943,52.133181,-0.712965,3.124071
1753880082.035233,51.987273,-0.715040,3.128500
1753880082.133808,51.847504,-0.699749,-3.111803
1753880082.336161,51.668822,-0.711369,-3.117235
1753880082.417011,51.519708,-0.704386,-3.139562
1753880082.512860,51.359610,-0.704110,-3.131079
1753880082.761341,51.174559,-0.727529,-3.138366
1753880082.810549,51.039880,-0.710066,-3.116963
1753880082.964529,50.884414,-0.713025,-3.131476
1753880083.033597,50.735132,-0.730176,3.131265
1753880083.132891,50.575772,-0.730232,-3.122066
1753880083.218706,50.432293,-0.732477,-3.104988
1753880083.313603,50.252852,-0.738252,-3.073033
1753880083.427176,50.117641,-0.742512,-3.067205
1753880083.523391,49.936467,-0.758722,-3.069369
1753880083.625464,49.804102,-0.760845,-3.066623
1753880083.718278,49.669727,-0.746751,-3.049367
1753880083.826187,49.496213,-0.766963,-3.055731
1753880083.915992,49.352590,-0.770710,-3.057109
1753880084.014465,49.200968,-0.774439,-3.055406
1753880084.125276,49.065756,-0.839508,-3.136151
1753880084.241233,48.889987,-0.792955,-3.045270
1753880084.320744,48.764869,-0.808022,-3.061889
1753880084.427234,48.589981,-0.821586,-3.059557
1753880084.654664,48.414554,-0.834449,-3.060493
1753880084.731650,48.274338,-0.831675,-3.058175
1753880084.831236,48.114063,-0.842512,-3.056626
1753880084.956037,47.950112,-0.849652,-3.064782
1753880085.046655,47.790686,-0.855775,-3.064715
1753880085.129831,47.643070,-0.863021,-3.065349
1753880085.234652,47.497597,-0.872436,-3.070536
1753880085.326664,47.347168,-0.876415,-3.065831
1753880085.428174,47.210977,-0.880212,-3.074272
1753880085.527399,47.048465,-0.886431,-3.095344
1753880085.633125,46.901100,-0.900244,-3.111804
1753880085.715436,46.767865,-0.904716,-3.100296
1753880085.836346,46.622861,-0.912104,-3.112498
1753880085.931862,46.482362,-0.912177,-3.116619
1753880086.023815,46.334894,-0.926627,3.136692
1753880086.141759,46.194343,-0.931148,3.136872
1753880086.228106,46.051125,-0.939653,3.136360
1753880086.363310,45.905117,-0.943111,3.133509
1753880086.429422,45.771085,-0.937637,-3.130404
1753880086.583439,45.623522,-0.944943,-3.138365
1753880086.613708,45.480422,-0.948519,-3.136686
1753880086.714495,45.343680,-0.958604,3.125031
1753880086.819315,45.193720,-0.955556,3.132860
1753880086.932909,45.053209,-0.959597,3.132950
1753880087.025521,44.908392,-0.958710,3.138609
1753880087.137562,44.768112,-0.959129,3.139185
1753880087.237095,44.616750,-0.965186,3.120709
1753880087.321424,44.477503,-0.965622,3.123639
1753880087.421393,44.344040,-0.961082,3.135668
1753880087.532914,44.218547,-0.963062,3.130180
1753880087.637265,44.060202,-0.970819,3.112268
1753880087.723066,43.910341,-0.969274,3.111362
1753880087.828611,43.773320,-0.963619,3.117738
1753880087.936548,43.624511,-0.965213,3.107360
1753880088.055522,43.476630,-0.973913,3.093218
1753880088.128570,43.334379,-0.973945,3.093556
1753880088.229928,43.193937,-0.970079,3.090704
1753880088.338356,43.049322,-0.974762,3.079190
1753880088.432309,42.909425,-0.967885,3.078073
1753880088.571510,42.760473,-0.972272,3.076624
1753880088.643496,42.629273,-0.978903,3.067583
1753880088.753206,42.482445,-0.970425,3.104662
1753880088.839186,42.339077,-0.967674,3.115542
1753880088.939790,42.202392,-0.971248,3.107998
1753880089.047538,42.066277,-0.963356,3.114612
1753880089.134822,41.903682,-0.961582,3.115138
1753880089.245570,41.791393,-0.953298,3.121160
1753880089.351196,41.641540,-0.953392,3.111536
1753880089.454465,41.512171,-0.947905,3.117395
1753880089.521150,41.362587,-0.943317,3.109841
1753880089.641225,41.211700,-0.946006,3.092100
1753880089.731385,41.092921,-0.940555,3.101474
1753880089.834488,40.936796,-0.942333,3.092051
1753880089.926209,40.797091,-0.939231,3.086906
1753880090.035935,40.655657,-0.934002,3.088763
1753880090.146289,40.504639,-0.942671,3.068585
1753880090.246225,40.372193,-0.943283,3.074768
1753880090.355465,40.226156,-0.940028,3.066827
1753880090.511402,40.097784,-0.922470,3.076625
1753880090.549998,39.952089,-0.920961,3.077054
1753880090.656199,39.808515,-0.912436,3.085869
1753880090.736706,39.661867,-0.916138,3.073617
1753880090.855839,39.530387,-0.911636,3.106380
1753880090.928843,39.396190,-0.907558,3.114595
1753880091.039603,39.248885,-0.902467,3.099089
1753880091.139072,39.106294,-0.895766,3.107635
1753880091.229287,38.964243,-0.892903,3.100655
1753880091.337337,38.825375,-0.884402,3.109836
1753880091.442696,38.674304,-0.885224,3.098087
1753880091.550161,38.543700,-0.876541,3.107412
1753880091.650478,38.403473,-0.872254,3.116950
1753880091.747226,38.241984,-0.865793,3.139117
1753880091.836285,38.106346,-0.864532,-3.124159
1753880091.942960,37.969288,-0.858510,-3.099378
1753880092.034895,37.824676,-0.855720,-3.051445
1753880092.179955,37.697806,-0.852075,-2.997640
1753880092.369768,37.593485,-0.852304,-2.994543
1753880092.838330,37.476630,-0.852531,-2.997881
1753880092.948355,37.358174,-0.855212,-3.003917
1753880093.059571,37.247033,-0.863907,-3.009032
1753880093.147038,37.147648,-0.855349,-2.994917
1753880093.245130,37.023414,-0.867139,-3.004835
1753880093.337794,36.904926,-0.870036,-3.000116
1753880093.426563,36.791650,-0.873373,-3.001624
1753880093.537574,36.675029,-0.881990,-3.007313
1753880093.641280,36.547892,-0.890025,-3.001957
1753880093.741079,36.429266,-0.881543,-2.987465
1753880093.845532,36.300164,-0.900275,-2.999709
1753880093.951971,36.178038,-0.914753,-3.007408
1753880094.031716,36.051265,-0.926958,-3.012616
1753880094.146374,35.924795,-0.938498,-3.023437
1753880094.260689,35.804381,-0.945096,-3.020846
1753880094.334820,35.670314,-0.965376,-3.054315
1753880094.442946,35.550488,-0.975454,-3.068486
1753880094.561864,35.432465,-0.977266,-3.085988
1753880094.659017,35.318224,-0.987425,-3.089580
1753880094.736503,35.206582,-0.992757,-3.083667
1753880094.854101,35.084219,-1.010152,-3.110009
1753880095.065521,34.958920,-1.011400,-3.135097
1753880095.157182,34.842242,-1.022831,3.120233
1753880095.264437,34.724731,-1.025501,3.118997
1753880095.340813,34.600560,-1.039872,3.107229
1753880095.445924,34.470396,-1.048779,3.103655
1753880095.543222,34.346100,-1.045883,3.106071
1753880095.652364,34.209502,-1.062263,3.085698
1753880095.745415,34.089890,-1.063014,3.099344
1753880095.849673,33.961643,-1.060398,3.123420
1753880095.999322,33.823733,-1.069463,3.131701
1753880096.065153,33.694857,-1.066177,-3.130616
1753880096.182682,33.555445,-1.079913,3.134626
1753880096.269884,33.427104,-1.072223,-3.132899
1753880096.357305,33.288483,-1.079013,3.140619
1753880096.447897,33.161449,-1.075894,-3.133721
1753880096.557156,33.017132,-1.082485,3.137843
1753880096.665680,32.877534,-1.084177,3.138816
1753880096.807026,32.725371,-1.086638,3.127642
1753880096.900020,32.593437,-1.087355,3.125066
1753880096.980127,32.450813,-1.087340,3.125355
1753880097.097639,32.309583,-1.087084,3.130326
1753880097.218374,32.174185,-1.091794,3.130039
1753880097.249015,32.063355,-1.092852,3.129730
1753880097.348763,31.898372,-1.087300,3.127027
1753880097.484180,31.757170,-1.089882,-3.135425
1753880097.596209,31.609012,-1.088806,-3.118428
1753880097.692997,31.466533,-1.089999,-3.119013
1753880097.799646,31.318748,-1.090460,-3.121357
1753880097.873617,31.181843,-1.092221,-3.119157
1753880097.981690,31.040531,-1.090000,-3.116458
1753880098.082059,30.900369,-1.094725,-3.124545
1753880098.210538,30.746423,-1.095186,-3.124123
1753880098.284642,30.614112,-1.086763,-3.116289
1753880098.364600,30.482295,-1.088964,-3.121733
1753880098.443003,30.345753,-1.095819,-3.129831
1753880098.564892,30.206889,-1.094019,-3.133426
1753880098.642258,30.089734,-1.090746,-3.129681
1753880098.755416,29.932734,-1.101139,-3.131657
1753880098.861765,29.787080,-1.122437,3.126492
1753880098.953140,29.658936,-1.101406,-3.103379
1753880099.050283,29.516290,-1.102697,-3.113071
1753880099.156045,29.357122,-1.122973,-3.140014
1753880099.252970,29.238895,-1.107872,-3.104106
1753880099.375307,29.083897,-1.117746,-3.114950
1753880099.448285,28.952633,-1.116818,-3.109458
1753880099.548962,28.815780,-1.119981,-3.100854
1753880099.652378,28.680977,-1.117080,-3.091102
1753880099.748214,28.522212,-1.133005,-3.120612
1753880099.975144,28.356569,-1.135587,-3.118034
1753880100.052533,28.209234,-1.140610,-3.119533
1753880100.161580,28.064166,-1.150083,-3.136023
1753880100.295260,27.908693,-1.151165,-3.127350
1753880100.439061,27.750538,-1.149524,-3.121172
1753880100.499685,27.613584,-1.146630,-3.113084
1753880100.553953,27.462116,-1.163859,-3.130960
1753880100.662783,27.311103,-1.168077,-3.133108
1753880100.766451,27.162728,-1.169065,-3.134979
1753880100.865623,27.022482,-1.172163,-3.131875
1753880100.961818,26.866100,-1.183669,3.135133
1753880101.058350,26.730163,-1.179689,-3.136098
1753880101.161125,26.572925,-1.192236,3.130687
1753880101.280227,26.429636,-1.195048,3.133159
1753880101.342719,26.294344,-1.197820,3.132247
1753880101.484142,26.124513,-1.196782,3.123559
1753880101.544788,25.987376,-1.205893,3.105944
1753880101.664723,25.860985,-1.200836,3.118496
1753880101.754366,25.713414,-1.204781,3.113651
1753880101.859045,25.565045,-1.205693,3.109365
1753880101.947480,25.426560,-1.200640,3.110799
1753880102.051630,25.284449,-1.202835,3.105936
1753880102.151906,25.141781,-1.195226,3.113129
